DATES,Abiemnhom,Abyei Region,Akobo,Aweil Centre,Aweil East,Aweil North,Aweil South,Aweil West,Awerial,Ayod,Baliet,Bor South,Budi,Canal-Pigi,Cueibet,Duk,Ezo,Fangak,Fashoda,Gogrial East,Gogrial West,Guit,Ibba,Ikotos,Juba,Jur River,Kajo-keji,Kapoeta East,Kapoeta North,Kapoeta South,Koch,Lafon,Lainya,Leer,Longochuk,Maban,Magwi,Maiwut,Malakal,Maridi,Mayendit,Mayom,Melut,Morobo,Mundri East,Mundri West,Mvolo,Nagero,Nyirol,Nzara,Panyijiar,Panyikang,Pariang,Pibor,Pochalla,Raja,Renk,Rubkona,Rumbek Centre,Rumbek East,Rumbek North,Tambura,Terekeka,Tonj East,Tonj North,Tonj South,Torit,Twic,Twic East,Uror,Wau,Wulu,Yambio,Yei,Yirol East,Yirol West
2010-08-01,8.08,7.82,8.27,8.38,7.76,7.74,7.24,7.79,4.46,6.44,5.19,11.03,8.45,5.48,5.26,5.26,3.63,6.44,5.19,8.63,8.63,7.94,4.08,8.78,10.29,8.97,10.29,8.45,8.45,8.45,7.94,8.78,10.29,6.44,6.74,6.74,8.78,6.74,5.48,4.08,6.44,8.08,5.57,10.29,4.46,10.29,5.26,8.97,8.27,3.63,5.26,5.48,8.05,8.81,8.81,7.74,6.5,7.94,5.26,5.26,5.26,3.63,4.46,8.97,8.97,8.97,8.78,7.82,11.03,8.27,8.97,5.26,4.08,10.29,11.03,5.26
2010-09-01,8.08,7.82,8.27,8.38,7.75,7.74,7.23,7.79,4.46,6.44,5.19,10.49,8.44,5.21,5.48,5.48,3.63,6.44,5.19,8.63,8.63,7.24,4.07,8.77,10.27,9.73,10.27,8.44,8.44,8.44,7.24,8.77,10.27,6.44,6.73,6.73,8.77,6.73,5.21,4.07,6.44,8.08,5.57,10.27,4.46,10.27,5.48,9.73,8.27,3.63,5.48,5.21,8.07,8.81,8.81,7.74,6.5,7.24,5.48,5.48,5.48,3.63,4.46,9.73,9.73,9.73,8.77,7.82,10.49,8.27,9.73,5.48,4.07,10.27,10.49,5.48
2010-10-01,8.08,7.82,8.26,8.38,7.74,7.74,7.23,7.78,4.46,6.44,5.19,12.34,8.43,5.23,6.33,6.33,3.63,6.44,5.19,8.63,8.63,9.81,4.07,8.76,11.36,11.24,11.36,8.43,8.43,8.43,9.81,8.76,11.36,6.44,6.73,6.73,8.76,6.73,5.23,4.07,6.44,8.08,5.57,11.36,4.46,11.36,6.33,11.24,8.26,3.63,6.33,5.23,8.07,8.81,8.81,7.74,6.49,9.81,6.33,6.33,6.33,3.63,4.46,11.24,11.24,11.24,8.76,7.82,12.34,8.26,11.24,6.33,4.07,11.36,12.34,6.33
2010-11-01,8.08,7.82,8.26,8.62,7.74,7.74,7.23,7.78,4.46,6.44,5.19,10.64,8.43,5.73,5.67,5.67,3.63,6.44,5.19,8.63,8.63,9.16,4.07,8.75,10.79,10.6,10.79,8.43,8.43,8.43,9.16,8.75,10.79,6.44,6.73,6.73,8.75,6.73,5.73,4.07,6.44,8.08,5.57,10.79,4.46,10.79,5.67,10.6,8.26,3.63,5.67,5.73,8.04,8.8,8.8,7.74,6.48,9.16,5.67,5.67,5.67,3.63,4.46,10.6,10.6,10.6,8.75,7.82,10.64,8.26,10.6,5.67,4.07,10.79,10.64,5.67
2010-12-01,8.08,7.82,8.25,8.39,7.74,7.74,7.22,7.77,4.45,6.44,5.19,10.2,8.42,5.19,5.22,5.22,3.63,6.44,5.19,8.63,8.63,9.77,4.07,8.74,8.61,12.06,8.61,8.42,8.42,8.42,9.77,8.74,8.61,6.44,6.73,6.73,8.74,6.73,5.19,4.07,6.44,8.08,5.57,8.61,4.45,8.61,5.22,12.06,8.25,3.63,5.22,5.19,8.01,8.8,8.8,7.74,6.48,9.77,5.22,5.22,5.22,3.63,4.45,12.06,12.06,12.06,8.74,7.82,10.2,8.25,12.06,5.22,4.07,8.61,10.2,5.22
2011-01-01,8.08,7.82,8.25,8.19,7.73,7.74,7.22,7.77,4.45,6.44,5.19,10.58,8.42,6.97,5.59,5.59,3.63,6.44,5.19,8.63,8.63,9.67,4.06,8.74,9.59,8.65,9.59,8.42,8.42,8.42,9.67,8.74,9.59,6.44,6.73,6.73,8.74,6.73,6.97,4.06,6.44,8.08,5.57,9.59,4.45,9.59,5.59,8.65,8.25,3.63,5.59,6.97,8.02,8.8,8.8,7.74,6.47,9.67,5.59,5.59,5.59,3.63,4.45,8.65,8.65,8.65,8.74,7.82,10.58,8.25,8.65,5.59,4.06,9.59,10.58,5.59
2011-02-01,8.08,7.82,8.25,10.08,7.73,7.74,7.22,7.77,4.45,6.44,5.19,10.25,8.41,8.5,5.18,5.18,3.63,6.44,5.19,8.63,8.63,8.12,4.06,8.74,11.71,8.41,11.71,8.41,8.41,8.41,8.12,8.74,11.71,6.44,6.72,6.72,8.74,6.72,8.5,4.06,6.44,8.08,5.57,11.71,4.45,11.71,5.18,8.41,8.25,3.63,5.18,8.5,8.04,8.8,8.8,7.74,6.47,8.12,5.18,5.18,5.18,3.63,4.45,8.41,8.41,8.41,8.74,7.82,10.25,8.25,8.41,5.18,4.06,11.71,10.25,5.18
2011-03-01,8.08,7.82,8.25,9.77,7.73,7.74,7.22,7.77,4.45,6.44,5.19,10.54,8.41,6.68,4.89,4.89,3.63,6.44,5.19,8.63,8.63,8.01,4.06,8.73,12.31,9.27,12.31,8.41,8.41,8.41,8.01,8.73,12.31,6.44,6.72,6.72,8.73,6.72,6.68,4.06,6.44,8.08,5.56,12.31,4.45,12.31,4.89,9.27,8.25,3.63,4.89,6.68,8.02,8.81,8.81,7.74,6.47,8.01,4.89,4.89,4.89,3.63,4.45,9.27,9.27,9.27,8.73,7.82,10.54,8.25,9.27,4.89,4.06,12.31,10.54,4.89
2011-04-01,8.08,7.82,8.24,10.39,7.73,7.74,7.22,7.76,4.45,6.44,5.19,10.29,8.41,7.09,5.31,5.31,3.63,6.44,5.19,8.63,8.63,8.07,4.06,8.73,11.85,11.19,11.85,8.41,8.41,8.41,8.07,8.73,11.85,6.44,6.72,6.72,8.73,6.72,7.09,4.06,6.44,8.08,5.56,11.85,4.45,11.85,5.31,11.19,8.24,3.63,5.31,7.09,8.0,8.81,8.81,7.74,6.46,8.07,5.31,5.31,5.31,3.63,4.45,11.19,11.19,11.19,8.73,7.82,10.29,8.24,11.19,5.31,4.06,11.85,10.29,5.31
2011-05-01,8.08,7.82,8.25,7.23,7.72,7.74,7.21,7.76,4.47,6.45,5.21,10.5,8.42,5.93,5.2,5.2,3.63,6.45,5.21,8.63,8.63,8.01,4.06,8.73,11.28,8.59,11.28,8.42,8.42,8.42,8.01,8.73,11.28,6.45,6.73,6.73,8.73,6.73,5.93,4.06,6.45,8.08,5.58,11.28,4.47,11.28,5.2,8.59,8.25,3.63,5.2,5.93,8.0,8.81,8.81,7.74,6.47,8.01,5.2,5.2,5.2,3.63,4.47,8.59,8.59,8.59,8.73,7.82,10.5,8.25,8.59,5.2,4.06,11.28,10.5,5.2
2011-06-01,8.08,7.82,8.26,9.26,7.72,7.74,7.21,7.76,4.48,6.46,5.22,10.31,8.43,5.18,5.23,5.23,3.63,6.46,5.22,10.61,10.61,8.01,4.06,8.73,11.81,10.21,11.81,8.43,8.43,8.43,8.01,8.73,11.81,6.46,6.74,6.74,8.73,6.74,5.18,4.06,6.46,8.08,5.59,11.81,4.48,11.81,5.23,10.21,8.26,3.63,5.23,5.18,8.01,8.82,8.82,7.74,6.47,8.01,5.23,5.23,5.23,3.63,4.48,10.21,10.21,10.21,8.73,7.82,10.31,8.26,10.21,5.23,4.06,11.81,10.31,5.23
2011-07-01,9.53,9.36,9.52,10.3,8.69,9.26,8.29,8.92,7.14,8.39,7.9,10.48,9.75,5.23,7.6,7.6,3.63,8.39,7.9,11.71,11.71,10.53,4.06,8.93,15.56,10.39,15.56,9.75,9.75,9.75,10.53,8.93,15.56,8.39,8.21,8.21,8.93,8.21,5.23,4.06,8.39,9.53,8.0,15.56,7.14,15.56,7.6,10.39,9.52,3.63,7.6,5.23,8.88,10.09,10.09,9.26,8.23,10.53,7.6,7.6,7.6,3.63,7.14,10.39,10.39,10.39,8.93,9.36,10.48,9.52,10.39,7.6,4.06,15.56,10.48,7.6
2011-08-01,13.06,13.18,12.66,10.4,11.37,13.52,11.75,12.26,9.6,12.51,11.6,11.31,14.14,5.23,10.58,10.58,6.07,12.51,11.6,12.72,12.72,12.0,6.99,10.1,17.32,14.4,17.32,14.14,14.14,14.14,12.0,10.1,17.32,12.51,11.31,11.31,10.1,11.31,5.23,6.99,12.51,13.06,11.71,17.32,9.6,17.32,10.58,14.4,12.66,6.07,10.58,5.23,11.26,13.42,13.42,13.52,11.24,12.0,10.58,10.58,10.58,6.07,9.6,14.4,14.4,14.4,10.1,13.18,11.31,12.66,14.4,10.58,6.99,17.32,11.31,10.58
2011-09-01,11.29,11.24,11.1,10.92,10.1,10.16,10.22,10.39,14.09,10.99,9.53,12.55,11.89,5.8,10.36,10.36,4.83,10.99,9.53,13.07,13.07,11.87,5.35,12.31,20.8,14.77,20.8,11.89,11.89,11.89,11.87,12.31,20.8,10.99,10.01,10.01,12.31,10.01,5.8,5.35,10.99,11.29,9.59,20.8,14.09,20.8,10.36,14.77,11.1,4.83,10.36,5.8,11.04,11.61,11.61,10.16,9.72,11.87,10.36,10.36,10.36,4.83,14.09,14.77,14.77,14.77,12.31,11.24,12.55,11.1,14.77,10.36,5.35,20.8,12.55,10.36
2011-10-01,11.03,11.11,11.19,10.96,9.9,9.82,9.84,10.04,11.24,10.69,9.8,13.41,11.69,8.07,10.45,10.45,4.38,10.69,9.8,14.08,14.08,11.97,4.93,13.75,18.46,18.3,18.46,11.69,11.69,11.69,11.97,13.75,18.46,10.69,9.94,9.94,13.75,9.94,8.07,4.93,10.69,11.03,9.96,18.46,11.24,18.46,10.45,18.3,11.19,4.38,10.45,8.07,11.05,11.67,11.67,9.82,9.85,11.97,10.45,10.45,10.45,4.38,11.24,18.3,18.3,18.3,13.75,11.11,13.41,11.19,18.3,10.45,4.93,18.46,13.41,10.45
2011-11-01,10.82,10.97,11.0,10.5,9.75,9.79,9.86,9.93,11.12,10.47,9.45,15.61,11.43,8.38,11.4,11.4,4.24,10.47,9.45,15.85,15.85,11.83,4.75,11.96,21.7,19.56,21.7,11.43,11.43,11.43,11.83,11.96,21.7,10.47,9.78,9.78,11.96,9.78,8.38,4.75,10.47,10.82,9.62,21.7,11.12,21.7,11.4,19.56,11.0,4.24,11.4,8.38,10.55,11.43,11.43,9.79,9.67,11.83,11.4,11.4,11.4,4.24,11.12,19.56,19.56,19.56,11.96,10.97,15.61,11.0,19.56,11.4,4.75,21.7,15.61,11.4
2011-12-01,11.51,11.72,11.45,11.75,10.36,10.95,10.63,10.8,13.93,10.95,9.88,15.6,12.48,9.89,10.35,10.35,5.04,10.95,9.88,13.28,13.28,12.38,5.77,15.69,21.27,20.84,21.27,12.48,12.48,12.48,12.38,15.69,21.27,10.95,10.13,10.13,15.69,10.13,9.89,5.77,10.95,11.51,10.07,21.27,13.93,21.27,10.35,20.84,11.45,5.04,10.35,9.89,10.57,11.92,11.92,10.95,10.07,12.38,10.35,10.35,10.35,5.04,13.93,20.84,20.84,20.84,15.69,11.72,15.6,11.45,20.84,10.35,5.77,21.27,15.6,10.35
2012-01-01,11.48,11.74,11.38,11.5,10.38,10.74,10.58,10.76,13.3,10.91,9.73,15.61,12.45,9.43,10.49,10.49,5.19,10.91,9.73,13.56,13.56,12.3,5.87,16.61,19.45,20.79,19.45,12.45,12.45,12.45,12.3,16.61,19.45,10.91,10.09,10.09,16.61,10.09,9.43,5.87,10.91,11.48,9.93,19.45,13.3,19.45,10.49,20.79,11.38,5.19,10.49,9.43,10.83,11.82,11.82,10.74,10.01,12.3,10.49,10.49,10.49,5.19,13.3,20.79,20.79,20.79,16.61,11.74,15.61,11.38,20.79,10.49,5.87,19.45,15.61,10.49
2012-02-01,11.64,11.91,11.5,10.05,10.54,10.91,10.53,10.93,13.39,11.0,9.83,17.0,12.74,9.98,9.85,9.85,5.42,11.0,9.83,13.86,13.86,12.52,6.16,17.82,17.56,20.99,17.56,12.74,12.74,12.74,12.52,17.82,17.56,11.0,10.16,10.16,17.82,10.16,9.98,6.16,11.0,11.64,10.04,17.56,13.39,17.56,9.85,20.99,11.5,5.42,9.85,9.98,11.44,11.95,11.95,10.91,10.12,12.52,9.85,9.85,9.85,5.42,13.39,20.99,20.99,20.99,17.82,11.91,17.0,11.5,20.99,9.85,6.16,17.56,17.0,9.85
2012-03-01,11.34,11.62,11.29,10.47,10.29,10.48,10.54,10.62,13.17,10.75,9.6,19.74,12.3,8.25,10.51,10.51,5.12,10.75,9.6,13.56,13.56,15.5,5.75,16.29,20.3,19.42,20.3,12.3,12.3,12.3,15.5,16.29,20.3,10.75,9.98,9.98,16.29,9.98,8.25,5.75,10.75,11.34,9.82,20.3,13.17,20.3,10.51,19.42,11.29,5.12,10.51,8.25,11.24,11.7,11.7,10.48,9.93,15.5,10.51,10.51,10.51,5.12,13.17,19.42,19.42,19.42,16.29,11.62,19.74,11.29,19.42,10.51,5.75,20.3,19.74,10.51
2012-04-01,11.58,11.91,11.46,9.11,10.5,10.88,10.5,10.88,13.22,10.91,9.76,21.86,12.69,6.5,10.92,10.92,5.39,10.91,9.76,13.86,13.86,12.71,6.11,17.54,25.05,19.36,25.05,12.69,12.69,12.69,12.71,17.54,25.05,10.91,10.1,10.1,17.54,10.1,6.5,6.11,10.91,11.58,9.98,25.05,13.22,25.05,10.92,19.36,11.46,5.39,10.92,6.5,10.96,11.89,11.89,10.88,10.07,12.71,10.92,10.92,10.92,5.39,13.22,19.36,19.36,19.36,17.54,11.91,21.86,11.46,19.36,10.92,6.11,25.05,21.86,10.92
2012-05-01,10.69,11.01,10.89,11.76,9.73,9.65,9.97,9.93,11.07,10.22,9.19,24.6,11.38,6.32,10.07,10.07,4.42,10.22,9.19,13.55,13.55,13.23,4.86,12.72,13.51,18.78,13.51,11.38,11.38,11.38,13.23,12.72,13.51,10.22,9.61,9.61,12.72,9.61,6.32,4.86,10.22,10.69,9.41,13.51,11.07,13.51,10.07,18.78,10.89,4.42,10.07,6.32,10.27,11.24,11.24,9.65,9.55,13.23,10.07,10.07,10.07,4.42,11.07,18.78,18.78,18.78,12.72,11.01,24.6,10.89,18.78,10.07,4.86,13.51,24.6,10.07
2012-06-01,11.52,11.51,11.64,13.8,10.86,11.28,10.28,11.03,9.69,10.88,11.09,26.04,9.88,9.49,10.93,10.93,6.46,10.88,11.09,15.42,15.42,15.48,6.0,6.14,26.34,20.29,26.34,9.88,9.88,9.88,15.48,6.14,26.34,10.88,12.62,12.62,6.14,12.62,9.49,6.0,10.88,11.52,11.52,26.34,9.69,26.34,10.93,20.29,11.64,6.46,10.93,9.49,11.45,11.38,11.38,11.28,12.18,15.48,10.93,10.93,10.93,6.46,9.69,20.29,20.29,20.29,6.14,11.51,26.04,11.64,20.29,10.93,6.0,26.34,26.04,10.93
2012-07-01,11.64,11.76,11.46,13.28,11.0,11.32,10.89,11.18,11.34,11.04,10.25,17.41,10.46,6.79,11.48,11.48,6.59,11.04,10.25,12.9,12.9,12.28,6.23,6.46,19.8,18.4,19.8,10.46,10.46,10.46,12.28,6.46,19.8,11.04,11.78,11.78,6.46,11.78,6.79,6.23,11.04,11.64,10.6,19.8,11.34,19.8,11.48,18.4,11.46,6.59,11.48,6.79,11.84,11.43,11.43,11.32,11.28,12.28,11.48,11.48,11.48,6.59,11.34,18.4,18.4,18.4,6.46,11.76,17.41,11.46,18.4,11.48,6.23,19.8,17.41,11.48
2012-08-01,11.77,11.88,11.49,10.63,11.15,11.32,10.67,11.27,11.11,11.12,10.55,11.47,10.55,5.2,10.37,10.37,6.66,11.12,10.55,13.24,13.24,12.19,6.34,6.74,16.88,15.56,16.88,10.55,10.55,10.55,12.19,6.74,16.88,11.12,11.97,11.97,6.74,11.97,5.2,6.34,11.12,11.77,10.92,16.88,11.11,16.88,10.37,15.56,11.49,6.66,10.37,5.2,11.89,11.39,11.39,11.32,11.52,12.19,10.37,10.37,10.37,6.66,11.11,15.56,15.56,15.56,6.74,11.88,11.47,11.49,15.56,10.37,6.34,16.88,11.47,10.37
2012-09-01,11.82,11.9,11.46,11.02,11.25,11.37,10.74,11.34,11.06,11.19,10.4,13.38,10.63,7.09,10.48,10.48,6.72,11.19,10.4,13.36,13.36,11.76,6.41,6.88,20.35,14.85,20.35,10.63,10.63,10.63,11.76,6.88,20.35,11.19,11.85,11.85,6.88,11.85,7.09,6.41,11.19,11.82,10.77,20.35,11.06,20.35,10.48,14.85,11.46,6.72,10.48,7.09,11.79,11.4,11.4,11.37,11.39,11.76,10.48,10.48,10.48,6.72,11.06,14.85,14.85,14.85,6.88,11.9,13.38,11.46,14.85,10.48,6.41,20.35,13.38,10.48
2012-10-01,11.53,11.62,11.46,11.0,10.9,10.92,10.7,11.0,11.02,10.92,10.36,14.65,10.34,9.23,10.41,10.41,6.45,10.92,10.36,13.09,13.09,12.44,6.12,6.59,18.05,18.33,18.05,10.34,10.34,10.34,12.44,6.59,18.05,10.92,11.74,11.74,6.59,11.74,9.23,6.12,10.92,11.53,10.74,18.05,11.02,18.05,10.41,18.33,11.46,6.45,10.41,9.23,11.6,11.42,11.42,10.92,11.38,12.44,10.41,10.41,10.41,6.45,11.02,18.33,18.33,18.33,6.59,11.62,14.65,11.46,18.33,10.41,6.12,18.05,14.65,10.41
2012-11-01,11.26,11.35,11.39,10.51,10.56,10.52,10.3,10.66,9.6,10.65,10.38,11.58,10.13,12.3,10.45,10.45,6.14,10.65,10.38,15.84,15.84,13.46,5.72,6.35,22.99,20.0,22.99,10.13,10.13,10.13,13.46,6.35,22.99,10.65,11.77,11.77,6.35,11.77,12.3,5.72,10.65,11.26,10.75,22.99,9.6,22.99,10.45,20.0,11.39,6.14,10.45,12.3,11.45,11.33,11.33,10.52,11.39,13.46,10.45,10.45,10.45,6.14,9.6,20.0,20.0,20.0,6.35,11.35,11.58,11.39,20.0,10.45,5.72,22.99,11.58,10.45
2012-12-01,9.65,9.73,9.96,11.21,8.76,8.38,8.28,8.88,8.13,9.16,7.87,10.88,10.15,13.93,10.43,10.43,3.43,9.16,7.87,15.57,15.57,9.98,3.71,9.11,13.86,20.91,13.86,10.15,10.15,10.15,9.98,9.11,13.86,9.16,8.36,8.36,9.11,8.36,13.93,3.71,9.16,9.65,8.05,13.86,8.13,13.86,10.43,20.91,9.96,3.43,10.43,13.93,9.72,10.41,10.41,8.38,8.26,9.98,10.43,10.43,10.43,3.43,8.13,20.91,20.91,20.91,9.11,9.73,10.88,9.96,20.91,10.43,3.71,13.86,10.88,10.43
2013-01-01,10.22,10.82,10.65,10.51,9.2,9.54,9.48,9.45,11.74,9.83,9.28,9.94,10.79,15.84,10.44,10.44,3.7,9.83,9.28,11.9,11.9,10.93,4.1,9.79,15.39,20.79,15.39,10.79,10.79,10.79,10.93,9.79,15.39,9.83,9.31,9.31,9.79,9.31,15.84,4.1,9.83,10.22,9.46,15.39,11.74,15.39,10.44,20.79,10.65,3.7,10.44,15.84,9.69,11.08,11.08,9.54,9.43,10.93,10.44,10.44,10.44,3.7,11.74,20.79,20.79,20.79,9.79,10.82,9.94,10.65,20.79,10.44,4.1,15.39,9.94,10.44
2013-02-01,10.25,10.73,10.53,10.49,9.22,9.56,9.09,9.48,11.27,9.83,8.84,10.33,10.78,14.54,10.43,10.43,3.82,9.83,8.84,10.95,10.95,9.93,4.18,10.07,15.58,16.11,15.58,10.78,10.78,10.78,9.93,10.07,15.58,9.83,9.19,9.19,10.07,9.19,14.54,4.18,9.83,10.25,9.0,15.58,11.27,15.58,10.43,16.11,10.53,3.82,10.43,14.54,9.55,10.97,10.97,9.56,9.14,9.93,10.43,10.43,10.43,3.82,11.27,16.11,16.11,16.11,10.07,10.73,10.33,10.53,16.11,10.43,4.18,15.58,10.33,10.43
2013-03-01,10.4,10.82,10.64,10.72,9.33,9.64,9.2,9.54,11.6,9.94,9.08,7.43,10.96,10.21,10.44,10.44,3.95,9.94,9.08,11.14,11.14,10.13,4.35,10.47,16.02,10.85,16.02,10.96,10.96,10.96,10.13,10.47,16.02,9.94,9.3,9.3,10.47,9.3,10.21,4.35,9.94,10.4,9.25,16.02,11.6,16.02,10.44,10.85,10.64,3.95,10.44,10.21,9.81,11.09,11.09,9.64,9.29,10.13,10.44,10.44,10.44,3.95,11.6,10.85,10.85,10.85,10.47,10.82,7.43,10.64,10.85,10.44,4.35,16.02,7.43,10.44
2013-04-01,10.67,11.02,10.79,10.48,9.56,9.97,9.85,9.81,11.77,10.15,9.17,7.15,11.25,10.48,8.23,8.23,4.23,10.15,9.17,7.74,7.74,9.96,4.7,11.78,9.96,10.57,9.96,11.25,11.25,11.25,9.96,11.78,9.96,10.15,9.44,9.44,11.78,9.44,10.48,4.7,10.15,10.67,9.33,9.96,11.77,9.96,8.23,10.57,10.79,4.23,8.23,10.48,10.25,11.27,11.27,9.97,9.41,9.96,8.23,8.23,8.23,4.23,11.77,10.57,10.57,10.57,11.78,11.02,7.15,10.79,10.57,8.23,4.7,9.96,7.15,8.23
2013-05-01,11.1,11.51,11.06,10.48,9.94,10.55,10.14,10.31,12.22,10.49,9.43,6.38,11.93,12.75,10.71,10.71,4.71,10.49,9.43,11.09,11.09,9.99,5.3,14.06,9.98,10.41,9.98,11.93,11.93,11.93,9.99,14.06,9.98,10.49,9.69,9.69,14.06,9.69,12.75,5.3,10.49,11.1,9.58,9.98,12.22,9.98,10.71,10.41,11.06,4.71,10.71,12.75,10.53,11.58,11.58,10.55,9.64,9.99,10.71,10.71,10.71,4.71,12.22,10.41,10.41,10.41,14.06,11.51,6.38,11.06,10.41,10.71,5.3,9.98,6.38,10.71
2013-06-01,10.8,11.16,10.86,10.18,9.71,10.03,9.95,10.04,10.81,10.27,9.22,6.12,11.46,12.52,10.28,10.28,4.45,10.27,9.22,12.7,12.7,9.96,4.94,12.93,9.99,10.51,9.99,11.46,11.46,11.46,9.96,12.93,9.99,10.27,9.54,9.54,12.93,9.54,12.52,4.94,10.27,10.8,9.38,9.99,10.81,9.99,10.28,10.51,10.86,4.45,10.28,12.52,10.22,11.33,11.33,10.03,9.46,9.96,10.28,10.28,10.28,4.45,10.81,10.51,10.51,10.51,12.93,11.16,6.12,10.86,10.51,10.28,4.94,9.99,6.12,10.28
2013-07-01,10.24,10.59,10.52,7.2,9.21,9.26,9.05,9.37,11.42,9.84,8.94,10.36,10.7,16.01,10.53,10.53,3.82,9.84,8.94,16.37,16.37,9.97,4.2,10.03,10.0,10.4,10.0,10.7,10.7,10.7,9.97,10.03,10.0,9.84,9.24,9.24,10.03,9.24,16.01,4.2,9.84,10.24,9.09,10.0,11.42,10.0,10.53,10.4,10.52,3.82,10.53,16.01,9.83,10.94,10.94,9.26,9.16,9.97,10.53,10.53,10.53,3.82,11.42,10.4,10.4,10.4,10.03,10.59,10.36,10.52,10.4,10.53,4.2,10.0,10.36,10.53
2013-08-01,10.23,10.62,10.53,9.26,9.19,9.45,9.31,9.42,11.01,9.82,8.98,10.44,10.65,15.65,9.28,9.28,3.74,9.82,8.98,9.94,9.94,9.96,4.14,9.52,10.01,10.51,10.01,10.65,10.65,10.65,9.96,9.52,10.01,9.82,9.24,9.24,9.52,9.24,15.65,4.14,9.82,10.23,9.13,10.01,11.01,10.01,9.28,10.51,10.53,3.74,9.28,15.65,9.85,10.96,10.96,9.45,9.17,9.96,9.28,9.28,9.28,3.74,11.01,10.51,10.51,10.51,9.52,10.62,10.44,10.53,10.51,9.28,4.14,10.01,10.44,9.28
2013-09-01,11.8,11.8,11.71,10.02,11.01,11.96,10.57,11.3,9.57,10.07,9.21,9.74,10.91,12.34,10.59,10.59,6.67,10.07,9.21,16.2,16.2,9.96,6.47,6.25,10.02,10.4,10.02,10.91,10.91,10.91,9.96,6.25,10.02,10.07,12.65,12.65,6.25,12.65,12.34,6.47,10.07,11.8,11.53,10.02,9.57,10.02,10.59,10.4,11.71,6.67,10.59,12.34,11.29,11.58,11.58,11.96,12.13,9.96,10.59,10.59,10.59,6.67,9.57,10.4,10.4,10.4,6.25,11.8,9.74,11.71,10.4,10.59,6.47,10.02,9.74,10.59
2013-10-01,11.38,11.13,10.96,7.15,10.05,10.77,11.67,10.71,8.96,10.29,9.57,10.37,10.62,16.04,10.34,10.34,6.29,10.29,9.57,15.71,15.71,9.97,5.2,6.24,8.13,10.51,8.13,10.62,10.62,10.62,9.97,6.24,8.13,10.29,11.78,11.78,6.24,11.78,16.04,5.2,10.29,11.38,10.55,8.13,8.96,8.13,10.34,10.51,10.96,6.29,10.34,16.04,11.24,11.34,11.34,10.77,10.11,9.97,10.34,10.34,10.34,6.29,8.96,10.51,10.51,10.51,6.24,11.13,10.37,10.96,10.51,10.34,5.2,8.13,10.37,10.34
2013-11-01,11.29,11.36,11.25,8.78,10.38,10.61,10.23,6.08,10.05,10.6,10.02,9.43,10.45,15.64,12.48,12.48,5.92,10.6,10.02,11.38,11.38,11.51,5.38,6.54,8.19,14.69,8.19,10.45,10.45,10.45,11.51,6.54,8.19,10.6,11.44,11.44,6.54,11.44,15.64,5.38,10.6,11.29,10.55,8.19,10.05,8.19,12.48,14.69,11.25,5.92,12.48,15.64,6.91,11.36,11.36,10.61,10.91,11.51,12.48,12.48,12.48,5.92,10.05,14.69,14.69,14.69,6.54,11.36,9.43,11.25,14.69,12.48,5.38,8.19,9.43,12.48
2013-12-01,11.45,11.52,11.26,9.79,10.49,10.93,10.18,11.94,10.26,10.75,10.15,9.3,10.47,15.69,10.22,10.22,6.28,10.75,10.15,9.85,9.85,10.27,5.46,6.37,12.3,10.82,12.3,10.47,10.47,10.47,10.27,6.37,12.3,10.75,11.89,11.89,6.37,11.89,15.69,5.46,10.75,11.45,10.82,12.3,10.26,12.3,10.22,10.82,11.26,6.28,10.22,15.69,11.31,11.43,11.43,10.93,10.86,10.27,10.22,10.22,10.22,6.28,10.26,10.82,10.82,10.82,6.37,11.52,9.3,11.26,10.82,10.22,5.46,12.3,9.3,10.22
2014-01-01,11.51,11.56,11.48,10.83,10.83,11.01,10.43,11.01,10.75,10.97,10.55,9.41,10.25,15.68,10.56,10.56,6.35,10.97,10.55,13.29,13.29,10.16,5.47,6.51,12.29,11.38,12.29,10.25,10.25,10.25,10.16,6.51,12.29,10.97,11.73,11.73,6.51,11.73,15.68,5.47,10.97,11.51,10.69,12.29,10.75,12.29,10.56,11.38,11.48,6.35,10.56,15.68,10.96,11.42,11.42,11.01,11.45,10.16,10.56,10.56,10.56,6.35,10.75,11.38,11.38,11.38,6.51,11.56,9.41,11.48,11.38,10.56,5.47,12.29,9.41,10.56
2014-02-01,11.53,11.61,11.42,10.45,10.82,11.04,10.48,11.06,10.62,10.95,10.36,10.94,10.33,8.94,11.23,11.23,6.38,10.95,10.36,13.11,13.11,12.16,6.26,6.58,20.89,17.59,20.89,10.33,10.33,10.33,12.16,6.58,20.89,10.95,11.72,11.72,6.58,11.72,8.94,6.26,10.95,11.53,10.71,20.89,10.62,20.89,11.23,17.59,11.42,6.38,11.23,8.94,11.99,11.43,11.43,11.04,11.26,12.16,11.23,11.23,11.23,6.38,10.62,17.59,17.59,17.59,6.58,11.61,10.94,11.42,17.59,11.23,6.26,20.89,10.94,11.23
