DATES,Abiemnhom,Abyei Region,Akobo,Aweil Centre,Aweil East,Aweil North,Aweil South,Aweil West,Awerial,Ayod,Baliet,Bor South,Budi,Canal-Pigi,Cueibet,Duk,Ezo,Fangak,Fashoda,Gogrial East,Gogrial West,Guit,Ibba,Ikotos,Juba,Jur River,Kajo-keji,Kapoeta East,Kapoeta North,Kapoeta South,Koch,Lafon,Lainya,Leer,Longochuk,Maban,Magwi,Maiwut,Malakal,Maridi,Mayendit,Mayom,Melut,Morobo,Mundri East,Mundri West,Mvolo,Nagero,Nyirol,Nzara,Panyijiar,Panyikang,Pariang,Pibor,Pochalla,Raja,Renk,Rubkona,Rumbek Centre,Rumbek East,Rumbek North,Tambura,Terekeka,Tonj East,Tonj North,Tonj South,Torit,Twic,Twic East,Uror,Wau,Wulu,Yambio,Yei,Yirol East,Yirol West
2022-07-01,1165.37,1048.39,825.51,777.72,644.89,875.49,906.36,944.19,722.06,1085.29,1261.39,742.1,970.97,1567.94,1348.47,1348.47,789.13,1085.29,1261.39,1312.48,1312.48,1202.9,992.47,500.36,852.36,898.39,852.36,970.97,970.97,970.97,1202.9,500.36,852.36,1085.29,1501.94,1501.94,500.36,1501.94,1567.94,992.47,1085.29,1165.37,1339.38,852.36,722.06,852.36,1348.47,898.39,825.51,789.13,1348.47,1567.94,890.14,775.34,775.34,875.49,1316.6,1202.9,1348.47,1348.47,1348.47,789.13,722.06,898.39,898.39,898.39,500.36,1048.39,742.1,825.51,898.39,1348.47,992.47,852.36,742.1,1348.47
2022-08-01,1169.7,1219.91,855.0,875.22,844.26,1100.05,1059.23,1125.02,855.06,971.57,1332.76,803.5,920.22,1568.35,1303.17,1303.17,960.57,971.57,1332.76,1320.55,1320.55,1183.22,1259.17,717.83,863.73,1142.3,863.73,920.22,920.22,920.22,1183.22,717.83,863.73,971.57,1501.15,1501.15,717.83,1501.15,1568.35,1259.17,971.57,1169.7,1575.75,863.73,855.06,863.73,1303.17,1142.3,855.0,960.57,1303.17,1568.35,928.44,839.38,839.38,1100.05,1641.09,1183.22,1303.17,1303.17,1303.17,960.57,855.06,1142.3,1142.3,1142.3,717.83,1219.91,803.5,855.0,1142.3,1303.17,1259.17,863.73,803.5,1303.17
2022-09-01,1455.82,1608.54,904.18,949.5,804.68,1283.06,1357.7,1288.84,963.35,1234.54,1792.74,1047.97,925.28,1567.77,1574.82,1574.82,979.38,1234.54,1792.74,1362.43,1362.43,1409.83,1397.94,996.73,990.15,1240.29,990.15,925.28,925.28,925.28,1409.83,996.73,990.15,1234.54,1499.17,1499.17,996.73,1499.17,1567.77,1397.94,1234.54,1455.82,2415.99,990.15,963.35,990.15,1574.82,1240.29,904.18,979.38,1574.82,1567.77,1220.73,1175.85,1175.85,1283.06,1938.44,1409.83,1574.82,1574.82,1574.82,979.38,963.35,1240.29,1240.29,1240.29,996.73,1608.54,1047.97,904.18,1240.29,1574.82,1397.94,990.15,1047.97,1574.82
2022-10-01,1337.01,1416.35,1046.34,1409.87,861.11,1490.17,1271.96,1329.9,987.18,1143.99,1517.45,1033.53,978.87,1567.91,1725.47,1725.47,1002.58,1143.99,1517.45,1242.82,1242.82,1681.38,1362.2,1094.89,1026.0,1252.43,1026.0,978.87,978.87,978.87,1681.38,1094.89,1026.0,1143.99,1909.35,1909.35,1094.89,1909.35,1567.91,1362.2,1143.99,1337.01,2024.21,1026.0,987.18,1026.0,1725.47,1252.43,1046.34,1002.58,1725.47,1567.91,2064.36,1008.4,1008.4,1490.17,1796.16,1681.38,1725.47,1725.47,1725.47,1002.58,987.18,1252.43,1252.43,1252.43,1094.89,1416.35,1033.53,1046.34,1252.43,1725.47,1362.2,1026.0,1033.53,1725.47
2022-11-01,1225.5,1309.97,1037.3,1533.76,830.57,1727.26,1143.02,1679.67,1118.57,1081.5,1500.43,1046.15,1043.96,1567.78,1692.31,1692.31,1233.68,1081.5,1500.43,1225.37,1225.37,2277.3,1218.11,1079.43,1024.58,1254.72,1024.58,1043.96,1043.96,1043.96,2277.3,1079.43,1024.58,1081.5,2124.91,2124.91,1079.43,2124.91,1567.78,1218.11,1081.5,1225.5,2133.6,1024.58,1118.57,1024.58,1692.31,1254.72,1037.3,1233.68,1692.31,1567.78,1066.05,929.83,929.83,1727.26,1789.4,2277.3,1692.31,1692.31,1692.31,1233.68,1118.57,1254.72,1254.72,1254.72,1079.43,1309.97,1046.15,1037.3,1254.72,1692.31,1218.11,1024.58,1046.15,1692.31
2022-12-01,1270.86,1369.1,1033.73,1507.6,1079.97,1536.57,1194.66,1587.38,1124.21,1107.25,1538.98,1035.1,1023.69,1567.97,1893.95,1893.95,1048.14,1107.25,1538.98,1227.87,1227.87,1495.92,1191.81,1066.76,1023.38,1254.16,1023.38,1023.69,1023.69,1023.69,1495.92,1066.76,1023.38,1107.25,2059.63,2059.63,1066.76,2059.63,1567.97,1191.81,1107.25,1270.86,2068.99,1023.38,1124.21,1023.38,1893.95,1254.16,1033.73,1048.14,1893.95,1567.97,1864.54,970.1,970.1,1536.57,1827.96,1495.92,1893.95,1893.95,1893.95,1048.14,1124.21,1254.16,1254.16,1254.16,1066.76,1369.1,1035.1,1033.73,1254.16,1893.95,1191.81,1023.38,1035.1,1893.95
2023-01-01,1465.61,1574.6,1040.54,1155.04,1235.52,1520.32,1355.72,1781.38,967.24,1243.75,1727.09,1044.68,1023.22,2070.01,1869.54,1869.54,1149.04,1243.75,1727.09,1409.05,1409.05,1381.19,1362.52,1029.22,1022.36,1254.51,1022.36,1023.22,1023.22,1023.22,1381.19,1029.22,1022.36,1243.75,1394.98,1394.98,1029.22,1394.98,2070.01,1362.52,1243.75,1465.61,2071.84,1022.36,967.24,1022.36,1869.54,1254.51,1040.54,1149.04,1869.54,2070.01,1623.3,1127.4,1127.4,1520.32,1841.43,1381.19,1869.54,1869.54,1869.54,1149.04,967.24,1254.51,1254.51,1254.51,1029.22,1574.6,1044.68,1040.54,1254.51,1869.54,1362.52,1022.36,1044.68,1869.54
2023-02-01,1580.41,1721.56,1017.11,1392.57,1181.38,1454.26,1499.73,1509.74,1455.63,1330.74,1894.55,1140.46,1018.72,2436.68,1603.12,1603.12,1024.49,1330.74,1894.55,1616.48,1616.48,1831.46,949.03,1048.29,1021.3,1506.84,1021.3,1018.72,1018.72,1018.72,1831.46,1048.29,1021.3,1330.74,1641.86,1641.86,1048.29,1641.86,2436.68,949.03,1330.74,1580.41,2052.13,1021.3,1455.63,1021.3,1603.12,1506.84,1017.11,1024.49,1603.12,2436.68,969.76,1228.58,1228.58,1454.26,1829.81,1831.46,1603.12,1603.12,1603.12,1024.49,1455.63,1506.84,1506.84,1506.84,1048.29,1721.56,1140.46,1017.11,1506.84,1603.12,949.03,1021.3,1140.46,1603.12
2023-03-01,1908.78,2034.06,1135.2,1607.54,1637.59,2187.94,1725.94,1546.11,1563.33,1561.56,2723.94,1326.87,1382.21,1870.75,1237.21,1237.21,1637.46,1561.56,2723.94,1685.57,1685.57,1620.5,1856.35,1583.34,1429.97,1431.4,1429.97,1382.21,1382.21,1382.21,1620.5,1583.34,1429.97,1561.56,2281.34,2281.34,1583.34,2281.34,1870.75,1856.35,1561.56,1908.78,3017.36,1429.97,1563.33,1429.97,1237.21,1431.4,1135.2,1637.46,1237.21,1870.75,954.28,1591.64,1591.64,2187.94,2148.38,1620.5,1237.21,1237.21,1237.21,1637.46,1563.33,1431.4,1431.4,1431.4,1583.34,2034.06,1326.87,1135.2,1431.4,1237.21,1856.35,1429.97,1326.87,1237.21
2023-04-01,2114.25,2262.72,1058.27,1738.44,1696.92,1693.02,2798.67,1839.38,1575.95,1157.82,2815.1,1411.34,1691.25,2520.7,1576.67,1576.67,1350.93,1157.82,2815.1,1816.96,1816.96,2143.35,2591.4,1242.22,1572.49,1911.66,1572.49,1691.25,1691.25,1691.25,2143.35,1242.22,1572.49,1157.82,2024.32,2024.32,1242.22,2024.32,2520.7,2591.4,1157.82,2114.25,3232.59,1572.49,1575.95,1572.49,1576.67,1911.66,1058.27,1350.93,1576.67,2520.7,2080.67,1813.8,1813.8,1693.02,2310.17,2143.35,1576.67,1576.67,1576.67,1350.93,1575.95,1911.66,1911.66,1911.66,1242.22,2262.72,1411.34,1058.27,1911.66,1576.67,2591.4,1572.49,1411.34,1576.67
2023-05-01,2253.33,2395.96,1414.54,1753.67,1444.22,1742.78,1691.47,2460.73,1579.28,1543.04,1321.47,1458.89,1585.38,2620.46,1741.17,1741.17,1400.54,1543.04,1321.47,2129.78,2129.78,2030.53,4184.33,1445.59,2014.19,1432.15,2014.19,1585.38,1585.38,1585.38,2030.53,1445.59,2014.19,1543.04,2422.24,2422.24,1445.59,2422.24,2620.46,4184.33,1543.04,2253.33,3444.29,2014.19,1579.28,2014.19,1741.17,1432.15,1414.54,1400.54,1741.17,2620.46,1687.17,1976.38,1976.38,1742.78,2109.66,2030.53,1741.17,1741.17,1741.17,1400.54,1579.28,1432.15,1432.15,1432.15,1445.59,2395.96,1458.89,1414.54,1432.15,1741.17,4184.33,2014.19,1458.89,1741.17
2023-06-01,2630.54,2753.22,1510.79,1845.71,1764.63,1866.72,2789.08,2478.99,1657.98,1860.79,3284.14,1503.54,1686.15,3780.57,1959.21,1959.21,1857.17,1860.79,3284.14,1930.22,1930.22,2440.65,4510.46,1774.87,2123.04,1880.07,2123.04,1686.15,1686.15,1686.15,2440.65,1774.87,2123.04,1860.79,2645.18,2645.18,1774.87,2645.18,3780.57,4510.46,1860.79,2630.54,4129.44,2123.04,1657.98,2123.04,1959.21,1880.07,1510.79,1857.17,1959.21,3780.57,2006.58,2437.95,2437.95,1866.72,2011.46,2440.65,1959.21,1959.21,1959.21,1857.17,1657.98,1880.07,1880.07,1880.07,1774.87,2753.22,1503.54,1510.79,1880.07,1959.21,4510.46,2123.04,1503.54,1959.21
2023-07-01,2580.86,2958.6,1474.1,2003.58,1934.89,2264.13,2614.92,3942.69,1671.13,2255.57,4515.06,1946.1,2242.61,3365.55,1643.05,1643.05,1073.07,2255.57,4515.06,2726.13,2726.13,2875.61,4474.48,2222.68,2492.08,2377.11,2492.08,2242.61,2242.61,2242.61,2875.61,2222.68,2492.08,2255.57,2896.11,2896.11,2222.68,2896.11,3365.55,4474.48,2255.57,2580.86,3971.38,2492.08,1671.13,2492.08,1643.05,2377.11,1474.1,1073.07,1643.05,3365.55,2156.3,2332.82,2332.82,2264.13,2936.59,2875.61,1643.05,1643.05,1643.05,1073.07,1671.13,2377.11,2377.11,2377.11,2222.68,2958.6,1946.1,1474.1,2377.11,1643.05,4474.48,2492.08,1946.1,1643.05
2023-08-01,2664.15,2988.91,1751.31,2079.19,1996.41,2152.79,2214.14,2402.71,1829.82,1867.3,6173.64,2095.56,1846.81,2840.25,2351.61,2351.61,1003.36,1867.3,6173.64,2601.76,2601.76,3593.32,4377.49,2178.57,1954.04,2511.57,1954.04,1846.81,1846.81,1846.81,3593.32,2178.57,1954.04,1867.3,3358.28,3358.28,2178.57,3358.28,2840.25,4377.49,1867.3,2664.15,4520.03,1954.04,1829.82,1954.04,2351.61,2511.57,1751.31,1003.36,2351.61,2840.25,1971.67,2913.75,2913.75,2152.79,3681.59,3593.32,2351.61,2351.61,2351.61,1003.36,1829.82,2511.57,2511.57,2511.57,2178.57,2988.91,2095.56,1751.31,2511.57,2351.61,4377.49,1954.04,2095.56,2351.61
2023-09-01,2711.17,3115.6,1992.56,2087.92,1949.87,1951.78,2522.77,2150.88,1687.21,1965.88,5293.13,1957.54,2654.95,2596.55,3152.97,3152.97,1768.98,1965.88,5293.13,2339.82,2339.82,3309.29,3912.92,1868.37,1509.19,2167.24,1509.19,2654.95,2654.95,2654.95,3309.29,1868.37,1509.19,1965.88,2962.39,2962.39,1868.37,2962.39,2596.55,3912.92,1965.88,2711.17,5421.9,1509.19,1687.21,1509.19,3152.97,2167.24,1992.56,1768.98,3152.97,2596.55,2148.51,3450.58,3450.58,1951.78,4525.19,3309.29,3152.97,3152.97,3152.97,1768.98,1687.21,2167.24,2167.24,2167.24,1868.37,3115.6,1957.54,1992.56,2167.24,3152.97,3912.92,1509.19,1957.54,3152.97
2023-10-01,2630.19,2997.4,2157.41,1832.41,1873.76,1796.33,2435.58,2203.71,1683.55,1897.62,4595.42,1859.27,2832.29,3151.79,2028.02,2028.02,1673.65,1897.62,4595.42,1997.77,1997.77,3290.28,3642.9,2080.86,2108.56,2427.58,2108.56,2832.29,2832.29,2832.29,3290.28,2080.86,2108.56,1897.62,3341.53,3341.53,2080.86,3341.53,3151.79,3642.9,1897.62,2630.19,3852.87,2108.56,1683.55,2108.56,2028.02,2427.58,2157.41,1673.65,2028.02,3151.79,2460.5,2211.35,2211.35,1796.33,4221.61,3290.28,2028.02,2028.02,2028.02,1673.65,1683.55,2427.58,2427.58,2427.58,2080.86,2997.4,1859.27,2157.41,2427.58,2028.02,3642.9,2108.56,1859.27,2028.02
2023-11-01,2742.29,2999.77,2091.3,1821.62,1927.3,2003.58,2546.54,2290.2,1588.48,1978.0,5206.01,1663.33,2189.92,3630.48,1858.07,1858.07,1644.42,1978.0,5206.01,2028.84,2028.84,3015.84,3686.69,1946.91,2236.02,2508.53,2236.02,2189.92,2189.92,2189.92,3015.84,1946.91,2236.02,1978.0,3407.56,3407.56,1946.91,3407.56,3630.48,3686.69,1978.0,2742.29,4524.01,2236.02,1588.48,2236.02,1858.07,2508.53,2091.3,1644.42,1858.07,3630.48,2487.21,2566.41,2566.41,2003.58,3052.58,3015.84,1858.07,1858.07,1858.07,1644.42,1588.48,2508.53,2508.53,2508.53,1946.91,2999.77,1663.33,2091.3,2508.53,1858.07,3686.69,2236.02,1663.33,1858.07
